osmid,lat,lon
838515774,-7.2927199,112.803673
838515781,-7.2920137,112.8018645
838515783,-7.2922424,112.8036985
838515786,-7.2924178,112.8055987
838515787,-7.2933386,112.8054947
838515789,-7.2937122,112.805461
838515790,-7.2937146,112.8055764
838515801,-7.2931797,112.8056276
838515803,-7.2924255,112.8057149
838515812,-7.292879,112.8061253
838515814,-7.2929771,112.8071568
838515817,-7.2927381,112.8086746
838515820,-7.2925701,112.8071998
838515823,-7.293316,112.8071179
838515825,-7.2936642,112.8070908
838515827,-7.2934219,112.8080722
838515831,-7.293562,112.8060694
838515834,-7.2932212,112.8060933
